customer_id,legacy_customer_id,first_name,last_name,date_of_birth,gender,email,phone,registration_date,acquisition_channel,home_city,province,customer_segment,loyalty_status,customer_status
CUS-000030,30.0,Sipho,Nkosi,,Prefer not to say,,27606132894,2018-04-06,Marketplace,Stellenbosch,Western Cape,Core,,Active
CUS-000031,31.0,Michael,Smith,1950-07-17,Female,michael.smith31@example.com,27602014735,2020-12-17,Store,Durban,KwaZulu-Natal,High Value,Gold,Inactive
CUS-000032,,Daniel,Williams,1963-02-23,Prefer not to say,daniel.williams32@example.com,27716785049,2024-09-24,Store,Gqeberha,Eastern Cape,Core,Bronze,Active
CUS-000033,33.0,Sipho,Nkosi,1994-02-20,Prefer not to say,sipho.nkosi33@example.com,27693108777,2022-02-06,Mobile,Cape Town,Western Cape,Core,Bronze,Inactive
CUS-000034,34.0,Nomsa,Jacobs,1978-04-09,Prefer not to say,nomsa.jacobs34@example.com,27838062185,2021-09-23,Store,Sandton,Gauteng,Standard,,At Risk
CUS-000035,35.0,Nomsa,Mokoena,,Male,,27722850700,2021-12-22,Marketplace,Stellenbosch,Western Cape,High Value,Bronze,Active
CUS-000036,36.0,Aisha,Nkosi,1978-12-28,Female,aisha.nkosi36@example.com,27688230023,2021-08-23,Store,Midrand,Gauteng,Standard,Silver,Active
CUS-000037,37.0,Aisha,Jacobs,1999-06-11,Prefer not to say,aisha.jacobs37@example.com,27732644566,2020-05-29,Website,Bloemfontein,Free State,Core,,Active
CUS-000038,38.0,Lerato,Williams,1990-02-28,Prefer not to say,lerato.williams38@example.com,27659722286,2022-10-12,Website,Sandton,Gauteng,High Value,Silver,Active
CUS-000039,39.0,Naledi,Williams,1962-09-17,Female,naledi.williams39@example.com,27802918132,2019-11-09,Store,Umhlanga,KwaZulu-Natal,Core,,At Risk
CUS-000040,40.0,Thabo,Naidoo,,Prefer not to say,thabo.naidoo40@example.com,27887062845,2022-12-29,Store,Durban,KwaZulu-Natal,Core,Silver,Active
CUS-000041,,Kagiso,Jacobs,1952-10-11,Male,kagiso.jacobs41@example.com,27710757350,2025-04-07,Mobile,Umhlanga,KwaZulu-Natal,Core,Bronze,At Risk
CUS-000042,42.0,Michael,Mthembu,1990-01-22,Prefer not to say,michael.mthembu42@example.com,27844907120,2022-11-07,Website,Stellenbosch,Western Cape,Standard,Bronze,Active
CUS-000043,,Thabo,Smith,1996-06-14,Prefer not to say,thabo.smith43@example.com,27724863664,2024-06-08,Website,Gqeberha,Eastern Cape,Standard,Bronze,Active
CUS-000044,,Thabo,Smith,1968-03-12,Male,thabo.smith44@example.com,27724208274,2025-08-23,Website,Cape Town,Western Cape,Emerging,Bronze,Active
CUS-000045,45.0,Michael,Mokoena,,Male,,27822833542,2018-01-02,Marketplace,Gqeberha,Eastern Cape,High Value,,Active
CUS-000046,46.0,Nomsa,Jacobs,1986-01-16,Male,nomsa.jacobs46@example.com,27783411528,2022-03-20,Store,Gqeberha,Eastern Cape,Emerging,Bronze,Active
CUS-000047,47.0,Michael,Smith,1981-04-20,Male,michael.smith47@example.com,27683422211,2021-12-09,Store,Umhlanga,KwaZulu-Natal,Core,Silver,Active
CUS-000048,,Lerato,Williams,2003-07-03,Prefer not to say,lerato.williams48@example.com,27673410784,2024-01-02,Website,Polokwane,Limpopo,High Value,Silver,Inactive
CUS-000049,49.0,Michael,Nkosi,2000-03-13,Female,michael.nkosi49@example.com,27875672915,2021-10-13,Website,Durban,KwaZulu-Natal,Core,Gold,Active
CUS-000050,,Nomsa,Nkosi,1977-09-23,Prefer not to say,nomsa.nkosi50@example.com,27621085268,2023-03-05,Store,Sandton,Gauteng,Standard,Bronze,Active
CUS-000051,,Kagiso,Naidoo,1981-09-25,Female,kagiso.naidoo51@example.com,27829612955,2024-11-15,Store,Polokwane,Limpopo,Core,,At Risk
CUS-000052,,Thabo,Williams,,Prefer not to say,,,2025-05-15,Marketplace,Umhlanga,KwaZulu-Natal,Standard,Bronze,Active
CUS-000053,,Sipho,Jacobs,2001-02-27,Male,sipho.jacobs53@example.com,27 729 697 588,2026-06-01,Website,Polokwane,Limpopo,High Value,,Active
CUS-000054,54.0,Sipho,Khumalo,1945-12-29,Prefer not to say,,27893661957,2019-04-21,Website,Cape Town,Western Cape,Core,,Active
CUS-000055,55.0,Daniel,Mokoena,,Prefer not to say,,27742042620,2018-03-22,Marketplace,Sandton,Gauteng,Emerging,Bronze,Active
CUS-000056,,Lerato,Mthembu,1993-12-01,Male,lerato.mthembu56@example.com,27668489012,2023-02-27,Store,Sandton,Gauteng,Core,Gold,Active
CUS-000057,57.0,Daniel,Mokoena,1998-05-12,Male,daniel.mokoena57@example.com,27762136142,2019-04-24,Mobile,Pretoria,Gauteng,Emerging,Silver,At Risk
CUS-000058,58.0,Naledi,Khumalo,1984-05-08,Female,naledi.khumalo58@example.com,27667574340,2021-10-17,Store,Pretoria,Gauteng,Standard,Silver,Active
CUS-000059,59.0,Zanele,Mthembu,2005-02-03,Female,zanele.mthembu59@example.com,27892462433,2021-12-30,Store,Gqeberha,Eastern Cape,Standard,,Active
CUS-000060,60.0,Zanele,Dlamini,1961-12-16,Prefer not to say,zanele.dlamini60@example.com,27634333595,2019-05-16,Mobile,Umhlanga,KwaZulu-Natal,Emerging,Bronze,At Risk
CUS-000061,61.0,Aisha,Khumalo,1993-02-18,Male,aisha.khumalo61@example.com,27611864061,2020-12-02,Referral,Bloemfontein,Free State,Core,Bronze,Active
CUS-000062,,Kagiso,Williams,,Female,,,2025-12-21,Marketplace,Sandton,Gauteng,Emerging,Gold,Active
CUS-000063,63.0,Thabo,Williams,1975-05-10,Prefer not to say,thabo.williams63@example.com,27781256246,2022-03-25,Mobile,Polokwane,Limpopo,Core,Silver,Inactive
CUS-000064,64.0,Naledi,Mokoena,1992-04-30,Prefer not to say,naledi.mokoena64@example.com,27871351904,2018-08-24,Store,Stellenbosch,Western Cape,Core,,Active
CUS-000065,,Aisha,Naidoo,1995-06-06,Prefer not to say,aisha.naidoo65@example.com,27769653371,2025-04-22,Store,Pretoria,Gauteng,Emerging,Silver,Active
CUS-000066,66.0,Daniel,Botha,1998-07-20,Prefer not to say,daniel.botha66@example.com,27692032224,2019-11-27,Mobile,Durban,KwaZulu-Natal,Standard,Silver,Active
CUS-000067,67.0,Daniel,Williams,1968-04-24,Prefer not to say,daniel.williams67@example.com,27779435793,2021-10-13,Mobile,Umhlanga,KwaZulu-Natal,Core,Bronze,Active
CUS-000068,68.0,Zanele,Botha,1947-09-27,Male,,27846031422,2019-03-12,Mobile,Umhlanga,KwaZulu-Natal,Standard,Silver,Active
CUS-000069,,Daniel,Khumalo,1969-03-13,Prefer not to say,daniel.khumalo69@example.com,27787921987,2024-07-01,Store,Gqeberha,Eastern Cape,Emerging,Silver,At Risk
CUS-000070,,Daniel,Dlamini,1999-03-10,Female,daniel.dlamini70@example.com,27816743346,2023-01-02,Store,Sandton,Gauteng,Emerging,Gold,Active
CUS-000071,,Nomsa,Jacobs,1974-03-02,Prefer not to say,nomsa.jacobs71@example.com,27634231794,2024-10-18,Website,Bloemfontein,Free State,Standard,Silver,At Risk
CUS-000072,,Daniel,Mokoena,1971-11-01,Male,daniel.mokoena72@example.com,27833807262,2024-05-01,Website,Cape Town,Western Cape,Core,Bronze,At Risk
CUS-000073,,Aisha,Smith,1973-04-16,Female,aisha.smith73@example.com,27841797173,2024-10-28,Store,Gqeberha,Eastern Cape,Emerging,Silver,At Risk
CUS-000074,74.0,Lerato,Williams,,Male,lerato.williams74@example.com,27770169406,2018-09-27,Store,Gqeberha,Eastern Cape,Core,,Inactive
CUS-000075,,Zanele,Naidoo,2002-04-20,Female,zanele.naidoo75@example.com,27693304718,2025-05-19,Store,Stellenbosch,Western Cape,Core,,Active
CUS-000076,76.0,Naledi,Khumalo,1945-04-03,Female,naledi.khumalo76@example.com,27731494892,2020-01-10,Store,Pretoria,Gauteng,Standard,Bronze,At Risk
CUS-000077,77.0,Lerato,Khumalo,2001-05-09,Female,lerato.khumalo77@example.com,27732047893,2022-04-03,Mobile,Polokwane,Limpopo,Emerging,Bronze,Active
CUS-000078,,Sipho,Smith,1959-11-18,Male,sipho.smith78@example.com,27601200948,2024-07-22,Store,Cape Town,Western Cape,High Value,Silver,Active
CUS-000079,79.0,Nomsa,Naidoo,1984-07-08,Prefer not to say,nomsa.naidoo79@example.com,27707065710,2020-02-04,Store,Pretoria,Gauteng,Standard,,Active
CUS-000080,80.0,Daniel,Naidoo,1945-12-04,Male,daniel.naidoo80@example.com,27698253623,2021-05-24,Referral,Sandton,Gauteng,Core,,Active
CUS-000081,,Daniel,Khumalo,1986-11-01,Female,daniel.khumalo81@example.com,27772380762,2025-07-22,Store,Umhlanga,KwaZulu-Natal,High Value,Gold,Active
CUS-000082,82.0,Naledi,Mokoena,1995-09-01,Female,naledi.mokoena82@example.com,27709650989,2021-09-28,Website,Pretoria,Gauteng,High Value,Bronze,Active
CUS-000083,83.0,Sipho,Khumalo,1961-09-19,Male,sipho.khumalo83@example.com,27673633601,2020-09-20,Referral,Pretoria,Gauteng,Core,,At Risk
CUS-000084,,Kagiso,Dlamini,1969-04-05,Prefer not to say,kagiso.dlamini84@example.com,27735274579,2024-03-07,Store,Umhlanga,KwaZulu-Natal,High Value,Bronze,Inactive
CUS-000085,,Nomsa,Jacobs,1998-04-26,Male,nomsa.jacobs85@example.com,27832689100,2023-09-04,Referral,Cape Town,Western Cape,Core,Silver,Active
CUS-000086,86.0,Daniel,Williams,1990-05-27,Male,daniel.williams86@example.com,27801731870,2019-10-05,Store,Umhlanga,KwaZulu-Natal,Standard,Bronze,Active
CUS-000087,,Nomsa,Naidoo,1970-01-15,Female,nomsa.naidoo87@example.com,27832110081,2026-03-11,Website,Stellenbosch,Western Cape,Standard,Bronze,Active
CUS-000088,88.0,Lerato,Botha,1979-03-15,Male,lerato.botha88@example.com,27776706245,2022-01-04,Mobile,Gqeberha,Eastern Cape,High Value,Bronze,Active
CUS-000089,,Michael,Smith,1993-06-18,Male,michael.smith89@example.com,27678897656,2024-12-23,Store,Gqeberha,Eastern Cape,High Value,,Active
CUS-000090,90.0,Michael,Mthembu,1987-12-25,Male,michael.mthembu90@example.com,27760313532,2022-04-14,Website,Durban,KwaZulu-Natal,Core,,Active
CUS-000091,91.0,Michael,Williams,1990-07-13,Male,,27801554790,2018-04-04,Website,Pretoria,Gauteng,Emerging,Bronze,At Risk
CUS-000092,92.0,Nomsa,Naidoo,1970-11-30,Female,nomsa.naidoo92@example.com,27705012966,2020-05-13,Store,Durban,KwaZulu-Natal,High Value,Bronze,Active
CUS-000093,,Thabo,Dlamini,,Prefer not to say,,,2025-04-17,Marketplace,Midrand,Gauteng,Standard,Silver,Active
CUS-000094,94.0,Kagiso,Khumalo,1997-07-23,Prefer not to say,kagiso.khumalo94@example.com,27660944872,2022-08-02,Website,Cape Town,Western Cape,High Value,,Active
CUS-000095,95.0,Daniel,Naidoo,1948-06-14,Prefer not to say,daniel.naidoo95@example.com,27760691094,2018-09-15,Mobile,Bloemfontein,Free State,Emerging,Gold,Inactive
CUS-000096,96.0,Daniel,Dlamini,1968-08-10,Prefer not to say,daniel.dlamini96@example.com,27663802411,2019-11-16,Store,Bloemfontein,Free State,High Value,Silver,At Risk
CUS-000097,97.0,Thabo,Botha,1952-09-29,Female,thabo.botha97@example.com,27700243751,2020-01-16,Referral,Gqeberha,Eastern Cape,Emerging,,Active
CUS-000098,,Thabo,Smith,1998-03-12,Male,thabo.smith98@example.com,27713999517,2026-03-25,Mobile,Durban,KwaZulu-Natal,Emerging,Silver,Active
CUS-000099,99.0,Naledi,Khumalo,1962-11-05,Male,naledi.khumalo99@example.com,27821775341,2021-01-20,Mobile,Midrand,Gauteng,Core,,Active
CUS-000100,100.0,Daniel,Mthembu,2000-09-23,Prefer not to say,daniel.mthembu100@example.com,27703755157,2018-04-25,Store,Sandton,Gauteng,Core,,Active
CUS-000101,101.0,Thabo,Nkosi,1948-03-19,Female,thabo.nkosi101@example.com,27863183732,2022-11-07,Mobile,Umhlanga,KwaZulu-Natal,Standard,,At Risk
CUS-000102,102.0,Kagiso,Jacobs,1950-06-16,Male,kagiso.jacobs102@example.com,27821357153,2018-07-11,Website,Durban,KwaZulu-Natal,High Value,Bronze,Active
CUS-000103,103.0,Daniel,Smith,,Female,daniel.smith103@example.com,27711089154,2019-07-26,Website,Sandton,Gauteng,High Value,Silver,Active
CUS-000104,,Zanele,Naidoo,1967-12-23,Prefer not to say,zanele.naidoo104@example.com,27705106980,2026-01-31,Referral,Durban,KwaZulu-Natal,Emerging,,Active
CUS-000105,,Kagiso,Botha,1982-07-23,Prefer not to say,kagiso.botha105@example.com,27611673246,2023-10-27,Website,Pretoria,Gauteng,Standard,,Active
CUS-000106,106.0,Aisha,Williams,1963-01-14,Prefer not to say,aisha.williams106@example.com,27685033816,2018-10-13,Store,Gqeberha,Eastern Cape,Standard,,Active
CUS-000107,,Lerato,Khumalo,1947-04-29,Female,lerato.khumalo107@example.com,27614215270,2023-01-12,Store,Bloemfontein,Free State,Emerging,Bronze,Active
CUS-000108,108.0,Kagiso,Khumalo,1959-09-14,Male,kagiso.khumalo108@example.com,27626290578,2021-08-26,Website,Umhlanga,KwaZulu-Natal,High Value,Bronze,Inactive
CUS-000109,109.0,Aisha,Naidoo,1977-06-05,Prefer not to say,aisha.naidoo109@example.com,27772216651,2021-07-31,Store,Sandton,Gauteng,Emerging,Silver,Active
CUS-000110,110.0,Thabo,Williams,1971-06-12,Female,thabo.williams110@example.com,27844609867,2018-07-08,Store,Bloemfontein,Free State,Emerging,Silver,Active
CUS-000111,,Aisha,Williams,1956-01-27,Female,aisha.williams111@example.com,27820258519,2025-06-26,Store,Pretoria,Gauteng,Emerging,Bronze,Active
CUS-000112,,Aisha,Naidoo,1990-06-09,Prefer not to say,aisha.naidoo112@example.com,27773413115,2024-06-08,Mobile,Johannesburg,Gauteng,Core,Gold,Active
CUS-000113,,Kagiso,Botha,1967-12-20,Prefer not to say,kagiso.botha113@example.com,27855653757,2025-07-17,Store,Sandton,Gauteng,Core,Bronze,At Risk
CUS-000114,,Thabo,Botha,2001-04-20,Prefer not to say,thabo.botha114@example.com,27843072918,2024-03-13,Referral,Pretoria,Gauteng,Core,Silver,At Risk
CUS-000115,115.0,Naledi,Mthembu,1979-02-12,Prefer not to say,naledi.mthembu115@example.com,27742562213,2022-12-29,Mobile,Midrand,Gauteng,Core,,Active
CUS-000116,116.0,Daniel,Mokoena,1970-12-25,Female,daniel.mokoena116@example.com,27644601614,2022-05-16,Store,Polokwane,Limpopo,Standard,,Active
CUS-000117,,Aisha,Williams,1996-07-02,Prefer not to say,aisha.williams117@example.com,27 845 918 030,2024-02-18,Store,Gqeberha,Eastern Cape,High Value,Bronze,Active
CUS-000118,,Naledi,Mokoena,1987-09-29,Male,naledi.mokoena118@example.com,27769062653,2026-03-01,Referral,Cape Town,Western Cape,High Value,Silver,Inactive
CUS-000119,119.0,Thabo,Dlamini,1984-10-03,Male,thabo.dlamini119@example.com,27827075848,2018-11-09,Mobile,Gqeberha,Eastern Cape,Emerging,Bronze,Active
CUS-000120,120.0,Lerato,Naidoo,2003-09-23,Male,lerato.naidoo120@example.com,27818963215,2022-12-01,Website,Polokwane,Limpopo,Core,Silver,Active
CUS-000121,121.0,Sipho,Khumalo,1983-11-16,Female,sipho.khumalo121@example.com,27676505238,2019-11-14,Mobile,Stellenbosch,Western Cape,Emerging,Bronze,Active
CUS-000122,122.0,Lerato,Mokoena,1950-06-07,Female,lerato.mokoena122@example.com,27 604 348 556,2019-10-17,Store,Durban,KwaZulu-Natal,High Value,Bronze,Active
CUS-000123,123.0,Aisha,Smith,1979-12-07,Female,aisha.smith123@example.com,27815105841,2018-12-13,Store,Johannesburg,Gauteng,Standard,Gold,Active
CUS-000124,124.0,Sipho,Jacobs,,Female,sipho.jacobs124@example.com,27827241680,2019-09-13,Store,Polokwane,Limpopo,Standard,Silver,Active
CUS-000125,125.0,Michael,Nkosi,1972-12-26,Male,michael.nkosi125@example.com,27789323964,2021-10-29,Mobile,Pretoria,Gauteng,Emerging,Bronze,Inactive
CUS-000126,126.0,Kagiso,Naidoo,1962-01-03,Prefer not to say,kagiso.naidoo126@example.com,27703144790,2021-03-01,Mobile,Durban,KwaZulu-Natal,Emerging,Bronze,At Risk
CUS-000127,127.0,Aisha,Mokoena,2004-07-09,Female,aisha.mokoena127@example.com,27645351501,2020-05-12,Website,Durban,KwaZulu-Natal,Emerging,Gold,Active
CUS-000128,128.0,Kagiso,Dlamini,1963-11-23,Female,kagiso.dlamini128@example.com,27698075836,2022-01-17,Referral,Umhlanga,KwaZulu-Natal,High Value,,Active
CUS-000129,129.0,Nomsa,Khumalo,,Prefer not to say,nomsa.khumalo129@example.com,27727634413,2020-02-10,Store,Durban,KwaZulu-Natal,Standard,Gold,Active
CUS-000130,,Lerato,Mokoena,1965-04-19,Prefer not to say,lerato.mokoena130@example.com,27666758092,2024-09-15,Store,Pretoria,Gauteng,Emerging,Silver,Active
CUS-000131,131.0,Kagiso,Nkosi,1969-02-19,Female,kagiso.nkosi131@example.com,27798614880,2019-11-21,Mobile,Polokwane,Limpopo,High Value,Bronze,Active
CUS-000132,,Naledi,Jacobs,1992-09-24,Male,naledi.jacobs132@example.com,27740733259,2023-10-12,Website,Johannesburg,Gauteng,High Value,Bronze,At Risk
CUS-000133,133.0,Lerato,Khumalo,1982-03-31,Prefer not to say,lerato.khumalo133@example.com,27747391059,2021-01-06,Store,Midrand,Gauteng,High Value,,Active
CUS-000134,134.0,Daniel,Botha,1995-05-13,Female,,27747418796,2018-08-31,Store,Polokwane,Limpopo,Standard,Bronze,At Risk
CUS-000135,135.0,Daniel,Dlamini,1986-06-13,Male,daniel.dlamini135@example.com,27879894007,2020-05-17,Mobile,Umhlanga,KwaZulu-Natal,Core,,Active
CUS-000136,,Naledi,Smith,1952-09-14,Female,naledi.smith136@example.com,27758310302,2025-11-16,Mobile,Cape Town,Western Cape,Emerging,Bronze,At Risk
CUS-000137,,Kagiso,Smith,1945-10-22,Female,kagiso.smith137@example.com,27704701267,2025-11-12,Store,Sandton,Gauteng,Core,Bronze,Active
CUS-000138,138.0,Zanele,Naidoo,1952-03-01,Male,zanele.naidoo138@example.com,27768698847,2019-11-18,Website,Umhlanga,KwaZulu-Natal,Standard,,Active
CUS-000139,,Thabo,Mthembu,1991-11-19,Prefer not to say,thabo.mthembu139@example.com,27747481383,2023-07-18,Store,Pretoria,Gauteng,High Value,Gold,At Risk
CUS-000140,,Zanele,Nkosi,1952-12-01,Female,zanele.nkosi140@example.com,27724584423,2023-06-22,Store,Bloemfontein,Free State,Standard,Silver,Active
CUS-000141,141.0,Thabo,Williams,1946-03-20,Prefer not to say,thabo.williams141@example.com,27681933348,2018-02-18,Store,Bloemfontein,Free State,Core,,Active
CUS-000142,142.0,Aisha,Dlamini,1960-05-26,Prefer not to say,aisha.dlamini142@example.com,27647234282,2018-06-06,Website,Umhlanga,KwaZulu-Natal,Standard,Silver,Active
CUS-000143,,Kagiso,Jacobs,1953-04-15,Female,kagiso.jacobs143@example.com,27852166399,2024-10-10,Store,Bloemfontein,Free State,High Value,Bronze,At Risk
CUS-000144,,Naledi,Botha,1988-05-13,Prefer not to say,naledi.botha144@example.com,27769221545,2025-06-17,Referral,Pretoria,Gauteng,Core,Bronze,Inactive
CUS-000145,145.0,Sipho,Mokoena,1970-10-08,Female,sipho.mokoena145@example.com,27897303950,2021-08-28,Store,Bloemfontein,Free State,Standard,Bronze,At Risk
CUS-000146,146.0,Nomsa,Botha,1970-02-19,Female,nomsa.botha146@example.com,27683947775,2018-09-02,Store,Gqeberha,Eastern Cape,Standard,,At Risk
CUS-000147,,Michael,Mthembu,1946-11-15,Male,michael.mthembu147@example.com,27767240268,2023-05-01,Store,Sandton,Gauteng,Standard,,Active
CUS-000148,148.0,Lerato,Jacobs,1962-03-26,Male,lerato.jacobs148@example.com,27816880198,2022-08-27,Website,Cape Town,Western Cape,Core,,Active
CUS-000149,149.0,Zanele,Williams,1982-08-10,Female,zanele.williams149@example.com,27790687851,2020-04-19,Store,Durban,KwaZulu-Natal,Standard,Bronze,Active
CUS-000150,,Michael,Dlamini,,Male,,,2023-03-18,Marketplace,Polokwane,Limpopo,Emerging,Bronze,Active
CUS-000151,151.0,Sipho,Dlamini,1971-06-30,Prefer not to say,sipho.dlamini151@example.com,27623631252,2022-01-15,Referral,Gqeberha,Eastern Cape,Emerging,Silver,Inactive
CUS-000152,,Zanele,Smith,1990-10-26,Prefer not to say,zanele.smith152@example.com,27805677668,2024-01-18,Mobile,Umhlanga,KwaZulu-Natal,Core,Bronze,Active
CUS-000153,,Nomsa,Williams,1986-02-11,Prefer not to say,nomsa.williams153@example.com,27707130620,2024-09-30,Store,Umhlanga,KwaZulu-Natal,Standard,,Active
CUS-000154,,Sipho,Mthembu,1949-04-03,Male,sipho.mthembu154@example.com,27792817593,2025-04-26,Store,Cape Town,Western Cape,Standard,,Active
CUS-000155,,Zanele,Nkosi,1975-08-15,Male,zanele.nkosi155@example.com,27866762135,2023-03-01,Mobile,Sandton,Gauteng,Standard,,Active
CUS-000156,156.0,Kagiso,Jacobs,1976-01-21,Female,kagiso.jacobs156@example.com,27819695733,2021-03-05,Store,Bloemfontein,Free State,Emerging,,Active
CUS-000157,157.0,Sipho,Dlamini,1961-09-23,Female,sipho.dlamini157@example.com,27751909846,2020-01-03,Mobile,Midrand,Gauteng,High Value,Silver,Active
CUS-000158,,Michael,Williams,,Female,,,2025-12-17,Marketplace,Johannesburg,Gauteng,Core,Gold,Active
CUS-000159,159.0,Naledi,Botha,1971-05-10,Female,naledi.botha159@example.com,27643380129,2021-02-10,Website,Sandton,Gauteng,Emerging,Gold,Active
CUS-000160,,Nomsa,Mokoena,1945-12-16,Female,nomsa.mokoena160@example.com,27811873232,2023-09-15,Store,Bloemfontein,Free State,Standard,Silver,Active
CUS-000161,161.0,Nomsa,Botha,,Prefer not to say,,,2021-12-27,Marketplace,Midrand,Gauteng,Core,Silver,Active
CUS-000162,162.0,Michael,Nkosi,1954-12-19,Female,michael.nkosi162@example.com,27884775843,2019-11-15,Referral,Bloemfontein,Free State,Standard,Bronze,Active
CUS-000163,,Sipho,Jacobs,,Male,,,2023-04-07,Marketplace,Umhlanga,KwaZulu-Natal,Standard,Silver,Active
CUS-000164,164.0,Sipho,Smith,1957-06-17,Female,sipho.smith164@example.com,27633456403,2019-05-22,Website,Stellenbosch,Western Cape,Core,Gold,At Risk
CUS-000165,165.0,Naledi,Mokoena,,Prefer not to say,naledi.mokoena165@example.com,27707098795,2018-01-06,Referral,Johannesburg,Gauteng,Standard,Bronze,Active
